A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2Condition;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Condition;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DCondition;DHR;DRMSSD;DSCL
PP1;3;I;20120918T160300000;5;1;0;0;4;0;31.270.736.268.948.300;88;71;17;0;4;0;11;0;0;3;I;5;1;0;0;4;0;3,13E+16;31271;88;71;17;0;4;0;11;0;0;3;I;0,912407;0,843185;0,109195;0,042251;0,016628;0,00482;0,000652;0,006174;0,058636;-2,871931;-1,770015;1,364625;0,009662;0,328502;0,444444;0,415459;0,086957;0,386473;0;0,855072;0,009662;0,028986;0;0;0,63285;0,169082;0;0;0,086957;0,2657;0,004831;0,198068;0,004831;0;0;0,009662;0;0,019324;0;0,028986;0,859903;3;0,912407353;0,843185256;0,109195346;0,042251184;0,016627808;0,004819841;0,000652;0,006174425;0,058636373;-2,871930741;-1,770015259;1,36462457;0,009661836;0,328502415;0,444444444;0,415458937;0,086956522;0,38647343;0;0,855072464;0,009661836;0,028985507;0;0;0,632850242;0,169082126;0;0;0,086956522;0,265700483;0,004830918;0,198067633;0,004830918;0;0;0,009661836;0;0,019323671;0;0,028985507;0,859903382;3;I;64;0.061607;71063413
PP9;2;R;20121004T151000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0,915585;0,894691;0,105775;0,001507;0,120841;0,004324;0,000106;0,003175;-0,015565;-16,906639;-3,142305;4,049539;0;0,0125;0,004167;0;0,7875;0,016667;0,029167;0,9;0,033333;0,004167;0;0;0,0375;0;0;0,058333;0;0;0;0,0875;0;0;0;0,375;0,1;0;0;0,016667;0,033333;2;0,915584958;0,89469121;0,105774912;0,001507451;0,120841269;0,004324215;0,000106;0,003175368;-0,015565428;-16,90663917;-3,142305197;4,049539417;0;0,0125;0,004166667;0;0,7875;0,016666667;0,029166667;0,9;0,033333333;0,004166667;0;0;0,0375;0;0;0,058333333;0;0;0;0,0875;0;0;0;0,375;0,1;0;0;0,016666667;0,033333333;2;R;64;0.046415;1442780407
PP15;1;R;20121015T092600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,918553;0,799819;0,060558;0,055167;0,004765;0,033688;0,00069;0,000953;0,005206;-13,688547;-3,733925;5,469455;0,066946;0,025105;0,025105;0;0,050209;0;0;0,953975;0,008368;0;0,033473;0;0;0,267782;0;0,008368;0,171548;0,004184;0;0,372385;0;0,171548;0,008368;0,577406;0,004184;0,175732;0;0,100418;0,117155;1;0,918553267;0,799819349;0,060558124;0,05516695;0,00476528;0,033688243;0,00069;0,000953;0,005205835;-13,6885474;-3,733925142;5,469455146;0,066945607;0,025104603;0,025104603;0;0,050209205;0;0;0,953974895;0,008368201;0;0,033472803;0;0;0,267782427;0;0,008368201;0,171548117;0,0041841;0;0,372384937;0;0,171548117;0,008368201;0,577405858;0,0041841;0,175732218;0;0,10041841;0,117154812;1;R;64;0.044415;339325173
PP1;1;N;20120918T140700000;7;7;0;0;0;0;5.628.514.179.512.560;66;40;26;0;8;0;13;7;0;1;N;7;7;0;0;0;0;5,63E+15;5629;66;40;26;0;8;0;13;7;0;1;N;0,920286;0,961352;0,013652;0,015433;0,003702;0,001233;0,001419;0,002084;-0,002473;0,882112;-9,322553;3,202898;0;0;0,079498;0,502092;0,016736;0,430962;0;0,920502;0,062762;0;0;0,016736;0,301255;0,012552;0;0;0,117155;1,878661;0,033473;0,338912;0;0;0;0;0;0;0;0;0,008368;1;0,920285802;0,961352367;0,013652221;0,015432678;0,003701877;0,001233223;0,001418548;0,002084158;-0,002473069;0,882111845;-9;3;0;0;0,079497908;0,50209205;0,016736402;0,430962343;0;0,920502092;0,062761506;0;0;0,016736402;0,30125523;0,012552301;0;0;0,117154812;2;0,033472803;0,338912134;0;0;0;0;0;0;0;0;0,008368201;1;N;64;0.047745;60155477
PP1;1;N;20120918T140200000;0;0;0;0;0;0;0;130;102;28;0;5;0;21;0;0;1;N;0;0;0;0;0;0;0;0;130;102;28;0;5;0;21;0;0;1;N;0,922022;0,969779;0,02726;0,015711;0,001671;0,002109;0,000167;0,001953;0,011399;4,147607;-3,440255;3,160373;0;0,046414;0,257384;0,514768;0,004219;0,151899;0;0,932489;0,012658;0,008439;0;0,126582;0,206751;0;0;0;0,2827;0,763713;0;0,160338;0;0;0;0;0;0;0;0;0,202532;1;0,922021862;0,969778584;0,027259979;0,015711189;0,001671169;0,002109428;0,000167;0,001953052;0,011399116;4;-3;3;0;0,046413502;0,257383966;0,514767932;0,004219409;0,151898734;0;0,932489451;0,012658228;0,008438819;0;0,126582278;0,206751055;0;0;0;0,282700422;0,76371308;0;0,160337553;0;0;0;0;0;0;0;0;0,202531646;1;N;64;0.027514;5797461
PP1;2;T;20120918T144100000;18;11;0;0;7;0;12.970.163.926.981.300;89;70;19;0;2;0;11;10;2;2;T;18;11;0;0;7;0;1,30E+16;12970;89;70;19;0;2;0;11;10;2;2;T;0,9234;0,856662;0,04149;0,024151;0,002038;0,013621;0,001426;0,001361;0,016515;-1,13863;-2,789758;2,363215;0;0,0125;0,108333;0,283333;0,004167;0,125;0,0875;0,958333;0;0;0;0;0,216667;0,791667;0;0;0,020833;0,329167;0;0,2625;0;0;0;0;0;0;0;0;0,083333;2;0,923400308;0,856661657;0,041489616;0,024151216;0,002037536;0,013620682;0,001425611;0,001360884;0,016515223;-1,138630219;-2,789758198;2,363215123;0;0,0125;0,108333333;0,283333333;0,004166667;0,125;0,0875;0,958333333;0;0;0;0;0,216666667;0,791666667;0;0;0,020833333;0,329166667;0;0,2625;0;0;0;0;0;0;0;0;0,083333333;2;T;64;0.044939;61105801
PP1;2;T;20120918T144700000;13;10;0;0;1;1;956.383.492.090.942;118;89;29;0;5;0;17;10;0;2;T;13;10;0;0;1;1;9,56E+14;956;118;89;29;0;5;0;17;10;0;2;T;0,92727;0,869544;0,029917;0,044367;0,001847;0,006897;0,001346;0,00174;-0,014872;3,198209;-3,518381;1,302166;0;0,050209;0,158996;0,644351;0,004184;0,384937;0;0,937238;0,016736;0;0;0;0,807531;0,661088;0;0;0;0,962343;0,531381;0,456067;0;0;0;0;0;0;0;0;0,083682;2;0,927269741;0,869544401;0,029916865;0,044367426;0,001846594;0,006896635;0,001345622;0,001740217;-0,014871943;3,198208919;-3,518381179;1,302166318;0;0,050209205;0,158995816;0,644351464;0,0041841;0,384937238;0;0,937238494;0,016736402;0;0;0;0,807531381;0,661087866;0;0;0;0,962343096;0,531380753;0,456066946;0;0;0;0;0;0;0;0;0,083682008;2;T;64;0.044654;61294046
PP1;1;N;20120918T140500000;21;14;0;1;0;3;14.446.131.153.071.800;47;18;29;0;1;0;9;16;0;1;N;21;14;0;1;0;3;1,44E+16;14446;47;18;29;0;1;0;9;16;0;1;N;0,927393;0,934205;0,016862;0,037933;0,003735;0,001779;0,001159;0,002511;-0,021409;4,37452;-6,258102;2,988668;0;0,004167;0,070833;0,7125;0;0,329167;0;0,945833;0,008333;0;0;0,0125;0,608333;0,045833;0,029167;0;0,204167;1,258333;0;0,35;0;0;0;0;0;0;0;0;0,020833;1;0,927393007;0,934204786;0,016861853;0,03793302;0,003734938;0,00177917;0,00115932;0,002510734;-0,021409247;4;-6;3;0;0,004166667;0,070833333;0,7125;0;0,329166667;0;0,945833333;0,008333333;0;0;0,0125;0,608333333;0,045833333;0,029166667;0;0,204166667;1;0;0,35;0;0;0;0;0;0;0;0;0,020833333;1;N;64;0.06451;59180433
PP15;1;R;20121015T092800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,929015;0,736189;0,046745;0,073453;0,003266;0,001901;0,000183;0,057133;-0,046023;-19,718317;-3,456857;4,778125;0,013453;0,008969;0,004484;0;0,098655;0;0,147982;0,941704;0,004484;0;0;0;0;0;0;0,950673;0;0,695067;0,013453;0,022422;0;0,013453;0,004484;0,381166;0;0,026906;0;0,008969;0,044843;1;0,929015496;0,736188598;0,046745314;0,073453159;0,003266123;0,001901365;0,000183;0,057132834;-0,046022848;-19,71831732;-3,456856666;4,778125428;0,013452915;0,00896861;0,004484305;0;0,098654709;0;0,147982063;0,941704036;0,004484305;0;0;0;0;0;0;0,950672646;0;0,695067265;0,013452915;0,022421525;0;0,013452915;0,004484305;0,381165919;0;0,02690583;0;0,00896861;0,044843049;1;R;64;0.050248;332704869
PP6;2;I;20121001T155600000;36;19;0;1;10;3;20.778.508.519.366.200;61;23;38;3;12;5;6;10;6;2;I;36;19;0;1;10;3;2,08E+16;20779;61;23;38;3;12;5;6;10;6;2;I;0,932576;0,713801;0,001492;0,047165;0,145759;0,004212;0,000083;0,045306;-0,167314;-8,58939;-5,471227;-8,061121;0;0,030568;0,026201;0,563319;0;0,340611;0;0,803493;0,117904;0,017467;0,004367;0;0,655022;0,043668;0,017467;0,004367;0,034934;0,082969;0,008734;0,034934;1,576419;1,947598;0,305677;0,31441;0;0;0;0;0,043668;2;0,932576185;0,713800651;0,001492064;0,04716512;0,145759301;0,00421172;0,0000833;0,045305765;-0,167314036;-8,5893904;-5,471226619;-8,061121371;0;0,030567686;0,026200873;0,563318777;0;0,340611354;0;0,80349345;0,11790393;0,017467249;0,004366812;0;0,655021834;0,043668122;0,017467249;0,004366812;0,034934498;0,082969432;0,008733624;0,034934498;1,576419214;1,947598253;0,305676856;0,31441048;0;0;0;0;0,043668122;2;I;64;0.07705;104147409
PP1;1;R;20120918T131800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,933104;0,931965;0,031468;0,000371;0,023774;0,001722;0,001756;0,000597;0,007164;-10,721106;-7,055848;-2,452367;0;0;0;0,025;0,025;0,004167;0;0,966667;0;0,0125;0;0;0;0,170833;0;0;0,604167;0,75;0;0;0;0;0;0;0;0;0;0;0;1;0,933103582;0,931965175;0,031467652;0,000371;0,02377429;0,001722048;0,001755572;0,000597;0,007163655;-11;-7;-2;0;0;0;0,025;0,025;0,004166667;0;0,966666667;0;0,0125;0;0;0;0,170833333;0;0;0,604166667;0,75;0;0;0;0;0;0;0;0;0;0;0;1;R;64;0.049663;77359559
PP15;1;N;20121015T094900000;12;8;0;0;0;2;9.003.403.549.215.320;242;169;73;0;28;2;38;4;2;0;N;12;8;0;0;0;2;9,00E+15;9003;242;169;73;0;28;2;38;4;2;1;N;0,934592;0,924881;0,004777;0,001656;0,000895;0,159299;0,001132;0,000384;0,002907;-5,569839;-8,766122;7,116124;0;0;0;0;0;0;0;0,8875;0,108333;0;0;0;0;3,0875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,934591522;0,924880576;0,00477695;0,001655875;0,000895;0,159298981;0,001131597;0,000384;0,002906858;-5,569838678;-8,766122371;7,116124088;0;0;0;0;0;0;0;0,8875;0,108333333;0;0;0;0;3,0875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;N;64;0.040535;230769727
PP15;1;N;20121015T093600000;32;13;0;1;0;9;17.876.842.497.735.600;0;0;0;0;0;0;0;2;1;0;N;32;13;0;1;0;9;1,79E+16;17877;0;0;0;0;0;0;0;2;1;1;N;0,935636;0,913286;0,004908;0,006896;0,001319;0,121773;0,00294;0,001959;-0,002325;-4,955336;-4,097125;4,476354;0,004184;0,07113;0,083682;0,016736;0;0;0;0,903766;0;0,008368;0;0;0;2,297071;0;0,016736;0;0,004184;0;0;0,008368;0,020921;0,025105;0,008368;0;0,004184;0;0;0,334728;1;0,935636454;0,91328607;0,004907747;0,006895712;0,001318943;0,121772575;0,002939933;0,001958977;-0,002325277;-4,955336049;-4,097124651;4,476354071;0,0041841;0,071129707;0,083682008;0,016736402;0;0;0;0,90376569;0;0,008368201;0;0;0;2,29707113;0;0,016736402;0;0,0041841;0;0;0,008368201;0,020920502;0,025104603;0,008368201;0;0,0041841;0;0;0,334728033;1;N;64;0.038008;23922251
PP15;1;R;20121015T093000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,937304;0,812736;0,03844;0,066608;0,003316;0,005148;0,000288;0,033194;-0,033318;-15,900014;-3,725132;2,758191;0,013216;0,061674;0,039648;0;0;0;0,07489;0,867841;0,079295;0;0,013216;0,004405;0;0;0;0,577093;0,022026;0,453744;0;0,013216;0;0,096916;0,013216;0,334802;0;0,035242;0;0,013216;0,220264;1;0,937304287;0,812735914;0,038439725;0,066607837;0,00331617;0,005148291;0,000288;0,033193849;-0,033317936;-15,90001378;-3,725132026;2,758190883;0,013215859;0,061674009;0,039647577;0;0;0;0,074889868;0,86784141;0,079295154;0;0,013215859;0,004405286;0;0;0;0,577092511;0,022026432;0,453744493;0;0,013215859;0;0,0969163;0,013215859;0,334801762;0;0,035242291;0;0,013215859;0,220264317;1;R;64;0.045673;351562928
PP15;1;N;20121015T101100000;31;12;0;0;5;7;25.140.165.336.783.200;213;133;80;0;36;1;32;3;0;0;N;31;12;0;0;5;7;2,51E+16;25140;213;133;80;0;36;1;32;3;0;1;N;0,938195;0,950836;0,003268;0,002921;0,000946;0,178556;0,001195;0,000496;0,000162;-8,52745;-9,662977;5,702509;0;0,0125;0,0125;0;0;0;0;0,804167;0,1875;0;0;0;0;2,85;0;0,025;0;0;0;0;0;0;0;0;0;0;0;0;0,033333;1;0,93819544;0,950836291;0,003268108;0,002921205;0,000946;0,178555927;0,001195133;0,000496;0,000162;-8,527449971;-9,662977088;5,702508597;0;0,0125;0,0125;0;0;0;0;0,804166667;0,1875;0;0;0;0;2,85;0;0,025;0;0;0;0;0;0;0;0;0;0;0;0;0,033333333;1;N;64;0.068925;207585101
PP9;3;I;20121004T161400000;2;2;0;0;0;0;5.961.717.251.186.270;193;117;76;23;17;1;21;1;0;3;I;2;2;0;0;0;0;5,96E+15;5962;193;117;76;23;17;1;21;1;0;3;I;0,938208;0,89053;0,010791;0,020762;0,03999;0,007826;0,000141;0,005836;-0,041839;-4,079668;-4,686614;2,407534;0;0,004525;0,036199;0;0,60181;0,0181;0;0,837104;0,054299;0,022624;0;1,552036;0,049774;0;0;0;0,00905;0;0,0181;1,072398;0,067873;2,226244;0,045249;0,705882;0,167421;0;0;0;0,004525;3;0,938208171;0,890530014;0,01079064;0,020762009;0,039989635;0,007825748;0,000141;0,005836192;-0,041839483;-4,079667902;-4,686613992;2,407533828;0;0,004524887;0,036199095;0;0,601809955;0,018099548;0;0,837104072;0,054298643;0,022624434;0;1,552036199;0,049773756;0;0;0;0,009049774;0;0,018099548;1,07239819;0,067873303;2,226244344;0,045248869;0,705882353;0,167420814;0;0;0;0,004524887;3;I;64;0.0717;841955957
PP15;1;N;20121015T095900000;14;8;0;0;0;3;6.621.980.142.425.790;264;169;95;0;49;0;32;5;5;0;N;14;8;0;0;0;3;6,62E+15;6622;264;169;95;0;49;0;32;5;5;1;N;0,938631;0,910927;0,008747;0,036164;0,001333;0,083911;0,00361;0,000828;-0,027581;-3,79623;-4,582919;2,765313;0,012552;0,196653;0,167364;0;0;0,008368;0,004184;0,83682;0,037657;0,020921;0;0;0;1,280335;0;0,16318;0;0,150628;0;0,171548;0;0;0;0,025105;0;0,020921;0;0;0,769874;1;0,93863091;0,910926959;0,008746768;0,036163598;0,001333261;0,083911203;0,003609938;0,000828;-0,027581319;-3,796229672;-4,58291876;2,765313355;0,012552301;0,19665272;0,167364017;0;0;0,008368201;0,0041841;0,836820084;0,037656904;0,020920502;0;0;0;1,280334728;0;0,163179916;0;0,150627615;0;0,171548117;0;0;0;0,025104603;0;0,020920502;0;0;0,769874477;1;N;64;0.059059;290964604
PP9;3;I;20121004T161900000;4;0;0;0;4;0;19.397.107.845.390.500;254;197;57;0;12;1;38;0;0;3;I;4;0;0;0;4;0;1,94E+16;19397;254;197;57;0;12;1;38;0;0;3;I;0,940626;0,95092;0,000915;0,006855;0,14628;0,002458;0,000012;0,008192;-0,146354;-11,48326;-4,911865;1,844339;0;0,008333;0,0125;0;0,8;0;0,004167;0,941667;0,016667;0;0;0,054167;0;0;0,0125;0;0;0;0;0,4375;0,829167;0,266667;0;0,8;0;0;0;0;0,020833;3;0,940625948;0,950919733;0,000915;0,006855407;0,146280045;0,002458204;0,0000121;0,008191935;-0,146354445;-11,48325975;-4,911864896;1,844339016;0;0,008333333;0,0125;0;0,8;0;0,004166667;0,941666667;0,016666667;0;0;0,054166667;0;0;0,0125;0;0;0;0;0,4375;0,829166667;0,266666667;0;0,8;0;0;0;0;0,020833333;3;I;64;0.065177;654114714
PP17;3;R;20121017T153700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0,940649;0,746211;0,036786;0,03554;0,005454;0,000729;0,001011;0,000811;-0,00144;-24,475099;-3,212284;-0,714441;0;0,008333;0;0,579167;0;0,941667;0;0,9375;0,008333;0,008333;0;0;0;0;3,016667;0,8;0;0;0;0,041667;0;0;0;0;0;0;0;0;0;3;0,940648924;0,746211073;0,036785646;0,035540308;0,005454322;0,000729;0,001011103;0,000811;-0,001440119;-24,47509878;-3,212283667;-0,714440655;0;0,008333333;0;0,579166667;0;0,941666667;0;0,9375;0,008333333;0,008333333;0;0;0;0;3,016666667;0,8;0;0;0;0,041666667;0;0;0;0;0;0;0;0;0;3;R;64;0.038415;296938396
PP10;1;R;20121008T131300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,941269;0,470955;0,045851;0,065954;0,000771;0,005114;0,00164;0,003446;-0,020103;-5,342314;-3,106694;-6,678491;0,037657;0,012552;0,046025;0,037657;0,430962;0;0;0,853556;0,029289;0,033473;0,39749;0,619247;0;0;0,008368;0,012552;0,041841;0,004184;0,029289;0,004184;0,029289;0,012552;0;0;0;0,046025;0;0;0,050209;1;0,941269432;0,470954628;0,045850857;0,065954069;0,000771;0,005114471;0,001639875;0,003445895;-0,020103213;-5,34231431;-3,106694168;-6,678490806;0,037656904;0,012552301;0,046025105;0,037656904;0,430962343;0;0;0,853556485;0,029288703;0,033472803;0,39748954;0,619246862;0;0;0,008368201;0,012552301;0,041841004;0,0041841;0,029288703;0,0041841;0,029288703;0,012552301;0;0;0;0,046025105;0;0;0,050209205;1;R;64;0.081146;119844804
PP17;3;R;20121017T153900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0,94194;0,781894;0,018462;0,017941;0,006739;0,001952;0,001528;0,001269;0,000111;-26,288524;-2,593945;0,021577;0;0,008333;0;0,3;0;0,991667;0;0,875;0,008333;0,025;0;0;0,004167;0;2,741667;1,645833;0;0;0;0;0;0;0,029167;0;0;0;0;0;0,029167;3;0,941940144;0,781893918;0,018461529;0,017940947;0,006739472;0,001952082;0,001528107;0,00126867;0,000111;-26,2885244;-2,593945226;0,021576571;0;0,008333333;0;0,3;0;0,991666667;0;0,875;0,008333333;0,025;0;0;0,004166667;0;2,741666667;1,645833333;0;0;0;0;0;0;0,029166667;0;0;0;0;0;0,029166667;3;R;64;0.034626;29295484
PP9;2;R;20121004T150600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0,943052;0,945378;0,004835;0,015706;0,057483;0,002548;0,00027;0,005194;-0,067054;-13,519815;-2,857841;3,378303;0;0,004405;0;0;0,92511;0;0,07489;0,9163;0,039648;0,004405;0;0,004405;0;0;0,008811;0,022026;0;0,026432;0;0,052863;0,669604;0,008811;0,004405;0,101322;0;0;0;0;0,013216;2;0,943051812;0,945377919;0,00483533;0,01570625;0,057482537;0,002547806;0,00027;0,005194216;-0,067053644;-13,51981476;-2,857841347;3,378302757;0;0,004405286;0;0;0,925110132;0;0,074889868;0,916299559;0,039647577;0,004405286;0;0,004405286;0;0;0,008810573;0,022026432;0;0,026431718;0;0,052863436;0,669603524;0,008810573;0,004405286;0,101321586;0;0;0;0;0,013215859;2;R;64;0.061234;1264332841
PP9;3;I;20121004T164100000;21;12;0;0;5;2;13.571.005.419.391.800;75;49;26;7;2;0;6;3;4;3;I;21;12;0;0;5;2;1,36E+16;13571;75;49;26;7;2;0;6;3;4;3;I;0,943505;0,949946;0,002754;0,0037;0,125901;0,00668;0,000332;0,008272;-0,124511;-17,336926;-5,456488;1,88486;0,004167;0,0375;0,016667;0;0,895833;0;0,020833;0,845833;0,116667;0,004167;0;0,104167;0;0;0,008333;0,025;0;0;0;0,125;0,104167;0,266667;0,1625;0,2875;0;0,008333;0;0;0,0375;3;0,943505047;0,949946471;0,002753632;0,003699656;0,125901008;0,006680364;0,000332;0,008271584;-0,124511491;-17,33692598;-5,456487625;1,884860474;0,004166667;0,0375;0,016666667;0;0,895833333;0;0,020833333;0,845833333;0,116666667;0,004166667;0;0,104166667;0;0;0,008333333;0,025;0;0;0;0,125;0,104166667;0,266666667;0,1625;0,2875;0;0,008333333;0;0;0,0375;3;I;64;0.185283;898744397
PP15;1;N;20121015T093800000;0;0;0;0;0;0;0;223;128;95;0;71;0;24;0;0;0;N;0;0;0;0;0;0;0;0;223;128;95;0;71;0;24;0;0;1;N;0,943707;0,828359;0,003131;0,003632;0,000452;0,322511;0,006331;0,000319;-0,000511;0,479805;-6,482079;5,762977;0;0,029289;0,029289;0;0;0;0;0,974895;0;0;0;0;0;3,711297;0;0;0;0,016736;0;0,020921;0;0;0;0,029289;0;0;0;0;0,100418;1;0,943707366;0,828358833;0,003131221;0,003631738;0,000452;0,322510608;0,006330718;0,000319;-0,000511;0,479805211;-6,48207943;5,762976755;0;0,029288703;0,029288703;0;0;0;0;0,974895397;0;0;0;0;0;3,711297071;0;0;0;0,016736402;0;0,020920502;0;0;0;0,029288703;0;0;0;0;0,10041841;1;N;64;0.034065;253776468
PP13;2;T;20121010T105700000;15;6;0;1;0;4;1.301.260.490.252.260;177;115;62;21;6;0;18;3;0;0;T;15;6;0;1;0;4;1,30E+15;1301;177;115;62;21;6;0;18;3;0;2;T;0,945042;0,952006;0,035367;0,015864;0,009283;0,005614;0,000311;0,000986;0,012429;-9,262091;6,253098;-0,38521;0;0,373391;0,309013;0;0;0;0,081545;0,60515;0,030043;0,094421;0;0,120172;0;0;0,11588;0,042918;0;0,008584;0;0;0,004292;0,004292;0,012876;0;0,008584;0;0;0;0,201717;2;0,945042137;0,952006334;0,035367451;0,015864274;0,009283141;0,005613869;0,000311;0,000986;0,012429148;-9,262091036;6,253098088;-0,38520995;0;0,373390558;0,309012876;0;0;0;0,081545064;0,605150215;0,030042918;0,094420601;0;0,120171674;0;0;0,115879828;0,042918455;0;0,008583691;0;0;0,004291845;0,004291845;0,012875536;0;0,008583691;0;0;0;0,201716738;2;T;64;0.052797;174415729
PP13;2;T;20121010T110200000;22;5;0;1;16;0;26.835.064.151.242.700;110;88;22;0;1;0;17;2;1;0;T;22;5;0;1;16;0;2,68E+16;26835;110;88;22;0;1;0;17;2;1;2;T;0,94511;0,871283;0,024232;0,027032;0,016199;0,052746;0,000047;0,013128;-0,022378;-5,710784;-0,158351;11,482196;0,087866;0,297071;0,188285;0;0,016736;0;0,104603;0,786611;0;0,029289;0;0,405858;0,004184;0;0;0,104603;0;0,108787;0;0;0,054393;0,029289;0;0;0;0,225941;0,012552;0,238494;0,644351;2;0,945110381;0,871282912;0,02423192;0,027032174;0,016198554;0,052745944;0,0000474;0,013127933;-0,022377831;-5,710783817;-0,158351341;11,48219558;0,087866109;0,29707113;0,188284519;0;0,016736402;0;0,10460251;0,786610879;0;0,029288703;0;0,405857741;0,0041841;0;0;0,10460251;0;0,108786611;0;0;0,054393305;0,029288703;0;0;0;0,225941423;0,012552301;0,238493724;0,644351464;2;T;64;0.059155;173323364
PP10;3;T;20121008T155400000;12;7;0;0;1;2;4.199.927.525.360.500;124;58;66;11;20;0;17;8;10;3;T;12;7;0;0;1;2;4,20E+15;4200;124;58;66;11;20;0;17;8;10;3;T;0,945416;0,468589;0,040074;0,030796;0,007285;0,028239;0,008014;0,000216;0,007941;0,858445;-8,255758;-7,004896;0,042373;0;0;0,283898;0,334746;0,004237;0,038136;0,65678;0,322034;0,004237;0,529661;0,224576;0,059322;0;0;0;0;0,029661;0;0,461864;0,080508;0,033898;0;0,152542;0;0,105932;0;0;0;3;0,945416342;0,46858864;0,040074356;0,030796226;0,007285378;0,028238641;0,008014063;0,000216;0,007941343;0,85844513;-8,255758136;-7,004896369;0,042372881;0;0;0,283898305;0,334745763;0,004237288;0,038135593;0,656779661;0,322033898;0,004237288;0,529661017;0,224576271;0,059322034;0;0;0;0;0,029661017;0;0,461864407;0,080508475;0,033898305;0;0,152542373;0;0,105932203;0;0;0;3;T;64;0.094138;107099593
